time_ms,workflow_id,entity_id,event_type,completes_at,compute_ms,cost_usd,decision,entry_agent,errored,inference_ms,infra_job_id,infra_latency_ms,input_tokens,network_back_ms,network_out_ms,output_tokens,prompt_tokens,queue_remaining,queue_size,queue_wait_ms,reason,response_tokens,session_tokens,step,steps,target,tool,tool_ms,total_cost_usd,total_latency_ms,waited_ms,workload
59771.766,wf-tool-heavy-0065,ORCHESTRATOR,SUBMIT,,,,,agent-tool,,,,,,,,,246,,,,,,,,,,,,,,,tool-heavy
60353.463,wf-tool-heavy-0066,ORCHESTRATOR,SUBMIT,,,,,agent-tool,,,,,,,,,225,,,,,,,,,,,,,,,tool-heavy
63692.610,wf-chat-light-0031,ORCHESTRATOR,SUBMIT,,,,,agent-chat,,,,,,,,,39,,,,,,,,,,,,,,,chat-light
65669.974,wf-chat-light-0032,ORCHESTRATOR,SUBMIT,,,,,agent-chat,,,,,,,,,61,,,,,,,,,,,,,,,chat-light
65719.271,wf-tool-heavy-0067,ORCHESTRATOR,SUBMIT,,,,,agent-tool,,,,,,,,,240,,,,,,,,,,,,,,,tool-heavy
66914.976,wf-chat-light-0033,ORCHESTRATOR,SUBMIT,,,,,agent-chat,,,,,,,,,12,,,,,,,,,,,,,,,chat-light
68931.300,wf-chat-light-0034,ORCHESTRATOR,SUBMIT,,,,,agent-chat,,,,,,,,,58,,,,,,,,,,,,,,,chat-light
69201.240,wf-chat-light-0035,ORCHESTRATOR,SUBMIT,,,,,agent-chat,,,,,,,,,50,,,,,,,,,,,,,,,chat-light
69275.573,wf-chat-light-0036,ORCHESTRATOR,SUBMIT,,,,,agent-chat,,,,,,,,,41,,,,,,,,,,,,,,,chat-light
70598.265,wf-chat-light-0037,ORCHESTRATOR,SUBMIT,,,,,agent-chat,,,,,,,,,83,,,,,,,,,,,,,,,chat-light
71495.829,wf-tool-heavy-0068,ORCHESTRATOR,SUBMIT,,,,,agent-tool,,,,,,,,,252,,,,,,,,,,,,,,,tool-heavy
76230.844,wf-chat-light-0038,ORCHESTRATOR,SUBMIT,,,,,agent-chat,,,,,,,,,28,,,,,,,,,,,,,,,chat-light
77201.845,wf-chat-light-0039,ORCHESTRATOR,SUBMIT,,,,,agent-chat,,,,,,,,,63,,,,,,,,,,,,,,,chat-light
77825.868,wf-tool-heavy-0069,ORCHESTRATOR,SUBMIT,,,,,agent-tool,,,,,,,,,333,,,,,,,,,,,,,,,tool-heavy
78378.249,wf-tool-heavy-0070,ORCHESTRATOR,SUBMIT,,,,,agent-tool,,,,,,,,,250,,,,,,,,,,,,,,,tool-heavy
80927.604,wf-tool-heavy-0071,ORCHESTRATOR,SUBMIT,,,,,agent-tool,,,,,,,,,233,,,,,,,,,,,,,,,tool-heavy
81691.285,wf-chat-light-0040,ORCHESTRATOR,SUBMIT,,,,,agent-chat,,,,,,,,,75,,,,,,,,,,,,,,,chat-light
83518.060,wf-chat-light-0041,ORCHESTRATOR,SUBMIT,,,,,agent-chat,,,,,,,,,68,,,,,,,,,,,,,,,chat-light
85172.307,wf-tool-heavy-0072,ORCHESTRATOR,SUBMIT,,,,,agent-tool,,,,,,,,,83,,,,,,,,,,,,,,,tool-heavy
86807.940,wf-tool-heavy-0073,ORCHESTRATOR,SUBMIT,,,,,agent-tool,,,,,,,,,254,,,,,,,,,,,,,,,tool-heavy
88107.400,wf-chat-light-0042,ORCHESTRATOR,SUBMIT,,,,,agent-chat,,,,,,,,,35,,,,,,,,,,,,,,,chat-light
89043.686,wf-chat-light-0043,ORCHESTRATOR,SUBMIT,,,,,agent-chat,,,,,,,,,35,,,,,,,,,,,,,,,chat-light
89800.789,wf-chat-light-0044,ORCHESTRATOR,SUBMIT,,,,,agent-chat,,,,,,,,,13,,,,,,,,,,,,,,,chat-light
90970.222,wf-chat-light-0045,ORCHESTRATOR,SUBMIT,,,,,agent-chat,,,,,,,,,42,,,,,,,,,,,,,,,chat-light
91344.953,wf-chat-light-0046,ORCHESTRATOR,SUBMIT,,,,,agent-chat,,,,,,,,,55,,,,,,,,,,,,,,,chat-light
93075.690,wf-tool-heavy-0074,ORCHESTRATOR,SUBMIT,,,,,agent-tool,,,,,,,,,189,,,,,,,,,,,,,,,tool-heavy
94443.164,wf-tool-heavy-0075,ORCHESTRATOR,SUBMIT,,,,,agent-tool,,,,,,,,,194,,,,,,,,,,,,,,,tool-heavy
94618.476,wf-chat-light-0047,ORCHESTRATOR,SUBMIT,,,,,agent-chat,,,,,,,,,41,,,,,,,,,,,,,,,chat-light
95281.600,wf-chat-light-0048,ORCHESTRATOR,SUBMIT,,,,,agent-chat,,,,,,,,,51,,,,,,,,,,,,,,,chat-light
97521.675,wf-tool-heavy-0076,ORCHESTRATOR,SUBMIT,,,,,agent-tool,,,,,,,,,163,,,,,,,,,,,,,,,tool-heavy
98127.416,wf-tool-heavy-0077,ORCHESTRATOR,SUBMIT,,,,,agent-tool,,,,,,,,,161,,,,,,,,,,,,,,,tool-heavy
