time_ms,workflow_id,entity_id,event_type,completes_at,compute_ms,cost_usd,decision,entry_agent,errored,inference_ms,infra_job_id,infra_latency_ms,input_tokens,network_back_ms,network_out_ms,output_tokens,prompt_tokens,queue_wait_ms,reason,response_tokens,session_tokens,step,steps,target,tool,tool_ms,total_cost_usd,total_latency_ms
28495.868,wf-0003,agent-1,LLM_DISPATCH,38033.867914343675,,0.00724,CALL_TOOL,,,9537.999934593516,,,,0.0,0.0,260,,,,,,,,,,,,
29073.462,wf-0011,agent-1,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,225,,,,,,,,search-tool,,,,
29073.462,wf-0011,agent-1,TOOL_DISPATCH,29240.728183826526,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,167.2665106222603,,
29240.728,wf-0011,agent-1,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,981,4,,,,,,
29240.728,wf-0011,agent-1,INFRA_SUBMIT,,2.0833333333333335,0.004172500000000001,CALL_TOOL,,,,agent-1-infra-35,2.0833333333333335,,,,172,,0.0,,,,,,,,,,
29240.728,wf-0011,agent-1,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,
29242.812,wf-0011,agent-1,INFRA_COMPLETE,,,,,,,,agent-1-infra-35,,,,,,,,,,,,,,,,,
29242.812,wf-0011,agent-1,LLM_DISPATCH,35091.324616251004,,0.004172500000000001,CALL_TOOL,,,5848.513099091149,,,,0.0,0.0,172,,,,,,,,,,,,
29737.203,wf-0009,agent-1,LLM_COMPLETE,,,,GENERATE_TEXT,,,,,,,,,117,,,,,,,,,,,,
29737.203,wf-0009,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,SUCCESS,,,,3,,,,0.00784,18407.519521256676
31718.923,wf-0013,agent-1,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,200,,,,,,,,search-tool,,,,
31718.923,wf-0013,agent-1,TOOL_DISPATCH,32007.20064321442,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,288.27761089593514,,
31913.980,wf-0017,agent-1,AGENT_RECEIVE,,,,,,,,,,78,,,,,,,,78,1,,,,,,
31913.980,wf-0017,agent-1,INFRA_SUBMIT,,2.0833333333333335,0.0017950000000000002,CALL_TOOL,,,,agent-1-infra-36,2.0833333333333335,,,,160,,0.0,,,,,,,,,,
31916.063,wf-0017,agent-1,INFRA_COMPLETE,,,,,,,,agent-1-infra-36,,,,,,,,,,,,,,,,,
31916.063,wf-0017,agent-1,LLM_DISPATCH,38243.15450758756,,0.0017950000000000002,CALL_TOOL,,,6327.0911199353395,,,,0.0,0.0,160,,,,,,,,,,,,
32007.201,wf-0013,agent-1,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,944,4,,,,,,
32007.201,wf-0013,agent-1,INFRA_SUBMIT,,2.0833333333333335,0.00385,CALL_TOOL,,,,agent-1-infra-37,2.0833333333333335,,,,149,,0.0,,,,,,,,,,
32007.201,wf-0013,agent-1,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,
32009.284,wf-0013,agent-1,INFRA_COMPLETE,,,,,,,,agent-1-infra-37,,,,,,,,,,,,,,,,,
32009.284,wf-0013,agent-1,LLM_DISPATCH,37534.58809621678,,0.00385,CALL_TOOL,,,5525.3041196690265,,,,0.0,0.0,149,,,,,,,,,,,,
32807.351,wf-0018,agent-1,AGENT_RECEIVE,,,,,,,,,,23,,,,,,,,23,1,,,,,,
32807.351,wf-0018,agent-1,INFRA_SUBMIT,,2.0833333333333335,0.0020875,CALL_TOOL,,,,agent-1-infra-38,2.0833333333333335,,,,203,,0.0,,,,,,,,,,
32809.434,wf-0018,agent-1,INFRA_COMPLETE,,,,,,,,agent-1-infra-38,,,,,,,,,,,,,,,,,
32809.434,wf-0018,agent-1,LLM_DISPATCH,40979.6577845949,,0.0020875,CALL_TOOL,,,8170.223547527247,,,,0.0,0.0,203,,,,,,,,,,,,
33948.011,wf-0019,agent-1,AGENT_RECEIVE,,,,,,,,,,10,,,,,,,,10,1,,,,,,
33948.011,wf-0019,agent-1,INFRA_SUBMIT,,2.0833333333333335,0.002415,CALL_TOOL,,,,agent-1-infra-39,2.0833333333333335,,,,239,,0.0,,,,,,,,,,
33950.094,wf-0019,agent-1,INFRA_COMPLETE,,,,,,,,agent-1-infra-39,,,,,,,,,,,,,,,,,
33950.094,wf-0019,agent-1,LLM_DISPATCH,39971.993550234445,,0.002415,CALL_TOOL,,,6021.899556437343,,,,0.0,0.0,239,,,,,,,,,,,,
34581.533,wf-0016,agent-1,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,160,,,,,,,,search-tool,,,,
34581.533,wf-0016,agent-1,TOOL_DISPATCH,34760.35243790692,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,178.81982948924934,,
34760.352,wf-0016,agent-1,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,313,2,,,,,,
34760.352,wf-0016,agent-1,INFRA_SUBMIT,,2.0833333333333335,0.0021225000000000003,CALL_TOOL,,,,agent-1-infra-40,2.0833333333333335,,,,134,,0.0,,,,,,,,,,
34760.352,wf-0016,agent-1,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,
34762.436,wf-0016,agent-1,INFRA_COMPLETE,,,,,,,,agent-1-infra-40,,,,,,,,,,,,,,,,,
34762.436,wf-0016,agent-1,LLM_DISPATCH,37649.80302267071,,0.0021225000000000003,CALL_TOOL,,,2887.367251430459,,,,0.0,0.0,134,,,,,,,,,,,,
35091.325,wf-0011,agent-1,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,172,,,,,,,,search-tool,,,,
35091.325,wf-0011,agent-1,TOOL_DISPATCH,35251.93559372129,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,160.6109774702865,,
35214.082,wf-0020,agent-1,AGENT_RECEIVE,,,,,,,,,,17,,,,,,,,17,1,,,,,,
35214.082,wf-0020,agent-1,INFRA_SUBMIT,,2.0833333333333335,0.0022225,CALL_TOOL,,,,agent-1-infra-41,2.0833333333333335,,,,218,,0.0,,,,,,,,,,
35216.165,wf-0020,agent-1,INFRA_COMPLETE,,,,,,,,agent-1-infra-41,,,,,,,,,,,,,,,,,
35216.165,wf-0020,agent-1,LLM_DISPATCH,40433.59243099839,,0.0022225,CALL_TOOL,,,5217.427096511281,,,,0.0,0.0,218,,,,,,,,,,,,
35251.936,wf-0011,agent-1,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,1281,5,,,,,,
35251.936,wf-0011,agent-1,INFRA_SUBMIT,,2.0833333333333335,0.004942500000000001,GENERATE_TEXT,,,,agent-1-infra-42,2.0833333333333335,,,,174,,0.0,,,,,,,,,,
35251.936,wf-0011,agent-1,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,
35254.019,wf-0011,agent-1,INFRA_COMPLETE,,,,,,,,agent-1-infra-42,,,,,,,,,,,,,,,,,
35254.019,wf-0011,agent-1,LLM_DISPATCH,37861.16237697479,,0.004942500000000001,GENERATE_TEXT,,,2607.143449920161,,,,0.0,0.0,174,,,,,,,,,,,,
37534.588,wf-0013,agent-1,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,149,,,,,,,,search-tool,,,,
37534.588,wf-0013,agent-1,TOOL_DISPATCH,37773.44422348584,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,238.85612726906288,,
37649.803,wf-0016,agent-1,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,134,,,,,,,,search-tool,,,,
37649.803,wf-0016,agent-1,TOOL_DISPATCH,37763.75590510087,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,113.95288243016174,,
37763.756,wf-0016,agent-1,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,613,3,,,,,,
37763.756,wf-0016,agent-1,INFRA_SUBMIT,,2.0833333333333335,0.0031825000000000004,CALL_TOOL,,,,agent-1-infra-43,2.0833333333333335,,,,165,,0.0,,,,,,,,,,
37763.756,wf-0016,agent-1,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,
37765.839,wf-0016,agent-1,INFRA_COMPLETE,,,,,,,,agent-1-infra-43,,,,,,,,,,,,,,,,,
37765.839,wf-0016,agent-1,LLM_DISPATCH,42036.65746112388,,0.0031825000000000004,CALL_TOOL,,,4270.818222689672,,,,0.0,0.0,165,,,,,,,,,,,,
37773.444,wf-0013,agent-1,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,1244,5,,,,,,
37773.444,wf-0013,agent-1,INFRA_SUBMIT,,2.0833333333333335,0.0037800000000000004,GENERATE_TEXT,,,,agent-1-infra-44,2.0833333333333335,,,,67,,0.0,,,,,,,,,,
37773.444,wf-0013,agent-1,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,
37775.528,wf-0013,agent-1,INFRA_COMPLETE,,,,,,,,agent-1-infra-44,,,,,,,,,,,,,,,,,
37775.528,wf-0013,agent-1,LLM_DISPATCH,40308.64762027319,,0.0037800000000000004,GENERATE_TEXT,,,2533.1200634540055,,,,0.0,0.0,67,,,,,,,,,,,,
37861.162,wf-0011,agent-1,LLM_COMPLETE,,,,GENERATE_TEXT,,,,,,,,,174,,,,,,,,,,,,
37861.162,wf-0011,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,SUCCESS,,,,5,,,,0.017632500000000002,24382.7816577785
38033.868,wf-0003,agent-1,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,260,,,,,,,,search-tool,,,,
38033.868,wf-0003,agent-1,TOOL_DISPATCH,38333.92411806682,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,300.0562037231427,,
38243.155,wf-0017,agent-1,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,160,,,,,,,,search-tool,,,,
38243.155,wf-0017,agent-1,TOOL_DISPATCH,38452.08386144173,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,208.92935385417107,,
38333.924,wf-0003,agent-1,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,2156,8,,,,,,
38333.924,wf-0003,agent-1,INFRA_SUBMIT,,2.0833333333333335,0.006900000000000001,GENERATE_TEXT,,,,agent-1-infra-45,2.0833333333333335,,,,151,,0.0,,,,,,,,,,
38333.924,wf-0003,agent-1,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,
38336.007,wf-0003,agent-1,INFRA_COMPLETE,,,,,,,,agent-1-infra-45,,,,,,,,,,,,,,,,,
38336.007,wf-0003,agent-1,LLM_DISPATCH,42683.271836451946,,0.006900000000000001,GENERATE_TEXT,,,4347.264385051792,,,,0.0,0.0,151,,,,,,,,,,,,
38452.084,wf-0017,agent-1,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,378,2,,,,,,
38452.084,wf-0017,agent-1,INFRA_SUBMIT,,2.0833333333333335,0.0026950000000000003,CALL_TOOL,,,,agent-1-infra-46,2.0833333333333335,,,,175,,0.0,,,,,,,,,,
38452.084,wf-0017,agent-1,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,
38454.167,wf-0017,agent-1,INFRA_COMPLETE,,,,,,,,agent-1-infra-46,,,,,,,,,,,,,,,,,
38454.167,wf-0017,agent-1,LLM_DISPATCH,42386.07223410921,,0.0026950000000000003,CALL_TOOL,,,3931.905039334147,,,,0.0,0.0,175,,,,,,,,,,,,
38726.740,wf-0021,agent-1,AGENT_RECEIVE,,,,,,,,,,45,,,,,,,,45,1,,,,,,
38726.740,wf-0021,agent-1,INFRA_SUBMIT,,2.0833333333333335,0.0016425,GENERATE_TEXT,,,,agent-1-infra-47,2.0833333333333335,,,,153,,0.0,,,,,,,,,,
38728.824,wf-0021,agent-1,INFRA_COMPLETE,,,,,,,,agent-1-infra-47,,,,,,,,,,,,,,,,,
38728.824,wf-0021,agent-1,LLM_DISPATCH,43262.54607809687,,0.0016425,GENERATE_TEXT,,,4533.7224515971875,,,,0.0,0.0,153,,,,,,,,,,,,
39960.248,wf-0022,agent-1,AGENT_RECEIVE,,,,,,,,,,55,,,,,,,,55,1,,,,,,
39960.248,wf-0022,agent-1,INFRA_SUBMIT,,2.0833333333333335,0.0020975000000000004,CALL_TOOL,,,,agent-1-infra-48,2.0833333333333335,,,,196,,0.0,,,,,,,,,,
39962.331,wf-0022,agent-1,INFRA_COMPLETE,,,,,,,,agent-1-infra-48,,,,,,,,,,,,,,,,,
39962.331,wf-0022,agent-1,LLM_DISPATCH,46755.653929704946,,0.0020975000000000004,CALL_TOOL,,,6793.322988782252,,,,0.0,0.0,196,,,,,,,,,,,,
39971.994,wf-0019,agent-1,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,239,,,,,,,,search-tool,,,,
39971.994,wf-0019,agent-1,TOOL_DISPATCH,40119.536180348085,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,147.54263011363705,,
40119.536,wf-0019,agent-1,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,310,2,,,,,,
40119.536,wf-0019,agent-1,INFRA_SUBMIT,,2.0833333333333335,0.0027150000000000004,CALL_TOOL,,,,agent-1-infra-49,2.0833333333333335,,,,194,,0.0,,,,,,,,,,
40119.536,wf-0019,agent-1,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,
40121.620,wf-0019,agent-1,INFRA_COMPLETE,,,,,,,,agent-1-infra-49,,,,,,,,,,,,,,,,,
40121.620,wf-0019,agent-1,LLM_DISPATCH,45462.91257358548,,0.0027150000000000004,CALL_TOOL,,,5341.293059904061,,,,0.0,0.0,194,,,,,,,,,,,,
40308.648,wf-0013,agent-1,LLM_COMPLETE,,,,GENERATE_TEXT,,,,,,,,,67,,,,,,,,,,,,
40308.648,wf-0013,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,SUCCESS,,,,5,,,,0.016240000000000004,22302.377476313733
40433.592,wf-0020,agent-1,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,218,,,,,,,,search-tool,,,,
40433.592,wf-0020,agent-1,TOOL_DISPATCH,40673.157225643285,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,239.5647946448985,,
40618.845,wf-0023,agent-1,AGENT_RECEIVE,,,,,,,,,,40,,,,,,,,40,1,,,,,,
40618.845,wf-0023,agent-1,INFRA_SUBMIT,,2.0833333333333335,8.800000000000001E-4,CALL_TOOL,,,,agent-1-infra-50,2.0833333333333335,,,,78,,0.0,,,,,,,,,,
40620.929,wf-0023,agent-1,INFRA_COMPLETE,,,,,,,,agent-1-infra-50,,,,,,,,,,,,,,,,,
40620.929,wf-0023,agent-1,LLM_DISPATCH,43579.91159812595,,8.800000000000001E-4,CALL_TOOL,,,2958.983026043321,,,,0.0,0.0,78,,,,,,,,,,,,
40673.157,wf-0020,agent-1,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,317,2,,,,,,
40673.157,wf-0020,agent-1,INFRA_SUBMIT,,2.0833333333333335,0.0023425,CALL_TOOL,,,,agent-1-infra-51,2.0833333333333335,,,,155,,0.0,,,,,,,,,,
40673.157,wf-0020,agent-1,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,
40675.241,wf-0020,agent-1,INFRA_COMPLETE,,,,,,,,agent-1-infra-51,,,,,,,,,,,,,,,,,
40675.241,wf-0020,agent-1,LLM_DISPATCH,44025.25314311657,,0.0023425,CALL_TOOL,,,3350.0125841399467,,,,0.0,0.0,155,,,,,,,,,,,,
40979.658,wf-0018,agent-1,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,203,,,,,,,,search-tool,,,,
40979.658,wf-0018,agent-1,TOOL_DISPATCH,41160.94564450825,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,181.28785991335047,,
41160.946,wf-0018,agent-1,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,323,2,,,,,,
41160.946,wf-0018,agent-1,INFRA_SUBMIT,,2.0833333333333335,0.0016175,CALL_TOOL,,,,agent-1-infra-52,2.0833333333333335,,,,81,,0.0,,,,,,,,,,
41160.946,wf-0018,agent-1,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,
41163.029,wf-0018,agent-1,INFRA_COMPLETE,,,,,,,,agent-1-infra-52,,,,,,,,,,,,,,,,,
41163.029,wf-0018,agent-1,LLM_DISPATCH,43097.71590449948,,0.0016175,CALL_TOOL,,,1934.6869266578938,,,,0.0,0.0,81,,,,,,,,,,,,
42036.657,wf-0016,agent-1,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,165,,,,,,,,search-tool,,,,
42036.657,wf-0016,agent-1,TOOL_DISPATCH,42177.99535163413,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,141.3378905102409,,
42177.995,wf-0016,agent-1,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,913,4,,,,,,
42177.995,wf-0016,agent-1,INFRA_SUBMIT,,2.0833333333333335,0.0037025,CALL_TOOL,,,,agent-1-infra-53,2.0833333333333335,,,,142,,0.0,,,,,,,,,,
42177.995,wf-0016,agent-1,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,
42180.079,wf-0016,agent-1,INFRA_COMPLETE,,,,,,,,agent-1-infra-53,,,,,,,,,,,,,,,,,
42180.079,wf-0016,agent-1,LLM_DISPATCH,46102.194996083614,,0.0037025,CALL_TOOL,,,3922.1163111161495,,,,0.0,0.0,142,,,,,,,,,,,,
42386.072,wf-0017,agent-1,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,175,,,,,,,,search-tool,,,,
42386.072,wf-0017,agent-1,TOOL_DISPATCH,42605.591210624974,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,219.51897651576456,,
42605.591,wf-0017,agent-1,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,678,3,,,,,,
42605.591,wf-0017,agent-1,INFRA_SUBMIT,,2.0833333333333335,0.003215,CALL_TOOL,,,,agent-1-infra-54,2.0833333333333335,,,,152,,0.0,,,,,,,,,,
42605.591,wf-0017,agent-1,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,
42607.675,wf-0017,agent-1,INFRA_COMPLETE,,,,,,,,agent-1-infra-54,,,,,,,,,,,,,,,,,
42607.675,wf-0017,agent-1,LLM_DISPATCH,47667.771193448076,,0.003215,CALL_TOOL,,,5060.096649489765,,,,0.0,0.0,152,,,,,,,,,,,,
42683.272,wf-0003,agent-1,LLM_COMPLETE,,,,GENERATE_TEXT,,,,,,,,,151,,,,,,,,,,,,
42683.272,wf-0003,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,SUCCESS,,,,8,,,,0.03642,41295.94350863947
43097.716,wf-0018,agent-1,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,81,,,,,,,,search-tool,,,,
43097.716,wf-0018,agent-1,TOOL_DISPATCH,43279.78421322309,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,182.06830872361058,,
43262.546,wf-0021,agent-1,LLM_COMPLETE,,,,GENERATE_TEXT,,,,,,,,,153,,,,,,,,,,,,
43262.546,wf-0021,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,SUCCESS,,,,1,,,,0.0016425,4535.805784930526
43279.784,wf-0018,agent-1,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,623,3,,,,,,
43279.784,wf-0018,agent-1,INFRA_SUBMIT,,2.0833333333333335,0.0037475,CALL_TOOL,,,,agent-1-infra-55,2.0833333333333335,,,,219,,0.0,,,,,,,,,,
43279.784,wf-0018,agent-1,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,
43281.868,wf-0018,agent-1,INFRA_COMPLETE,,,,,,,,agent-1-infra-55,,,,,,,,,,,,,,,,,
43281.868,wf-0018,agent-1,LLM_DISPATCH,48504.63236545453,,0.0037475,CALL_TOOL,,,5222.764818898107,,,,0.0,0.0,219,,,,,,,,,,,,
43579.912,wf-0023,agent-1,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,78,,,,,,,,search-tool,,,,
43579.912,wf-0023,agent-1,TOOL_DISPATCH,43695.81429122982,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,115.9026931038686,,
43695.814,wf-0023,agent-1,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,340,2,,,,,,
43695.814,wf-0023,agent-1,INFRA_SUBMIT,,2.0833333333333335,0.00236,GENERATE_TEXT,,,,agent-1-infra-56,2.0833333333333335,,,,151,,0.0,,,,,,,,,,
43695.814,wf-0023,agent-1,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,
43697.898,wf-0023,agent-1,INFRA_COMPLETE,,,,,,,,agent-1-infra-56,,,,,,,,,,,,,,,,,
43697.898,wf-0023,agent-1,LLM_DISPATCH,46772.49971006619,,0.00236,GENERATE_TEXT,,,3074.6020855030356,,,,0.0,0.0,151,,,,,,,,,,,,
44025.253,wf-0020,agent-1,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,155,,,,,,,,search-tool,,,,
44025.253,wf-0020,agent-1,TOOL_DISPATCH,44149.69083590265,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,124.43769278607625,,
44149.691,wf-0020,agent-1,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,617,3,,,,,,
44149.691,wf-0020,agent-1,INFRA_SUBMIT,,2.0833333333333335,0.0032425,CALL_TOOL,,,,agent-1-infra-57,2.0833333333333335,,,,170,,0.0,,,,,,,,,,
44149.691,wf-0020,agent-1,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,
44151.774,wf-0020,agent-1,INFRA_COMPLETE,,,,,,,,agent-1-infra-57,,,,,,,,,,,,,,,,,
44151.774,wf-0020,agent-1,LLM_DISPATCH,48580.17631796173,,0.0032425,CALL_TOOL,,,4428.402148725741,,,,0.0,0.0,170,,,,,,,,,,,,
44634.007,wf-0024,agent-1,AGENT_RECEIVE,,,,,,,,,,40,,,,,,,,40,1,,,,,,
44634.007,wf-0024,agent-1,INFRA_SUBMIT,,2.0833333333333335,0.00103,GENERATE_TEXT,,,,agent-1-infra-58,2.0833333333333335,,,,93,,0.0,,,,,,,,,,
44636.090,wf-0024,agent-1,INFRA_COMPLETE,,,,,,,,agent-1-infra-58,,,,,,,,,,,,,,,,,
44636.090,wf-0024,agent-1,LLM_DISPATCH,47953.10227099734,,0.00103,GENERATE_TEXT,,,3317.0119678693154,,,,0.0,0.0,93,,,,,,,,,,,,
45462.913,wf-0019,agent-1,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,194,,,,,,,,search-tool,,,,
45462.913,wf-0019,agent-1,TOOL_DISPATCH,45639.695567781935,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,176.78299419645344,,
45639.696,wf-0019,agent-1,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,610,3,,,,,,
45639.696,wf-0019,agent-1,INFRA_SUBMIT,,2.0833333333333335,0.002575,CALL_TOOL,,,,agent-1-infra-59,2.0833333333333335,,,,105,,0.0,,,,,,,,,,
45639.696,wf-0019,agent-1,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,
45641.779,wf-0019,agent-1,INFRA_COMPLETE,,,,,,,,agent-1-infra-59,,,,,,,,,,,,,,,,,
45641.779,wf-0019,agent-1,LLM_DISPATCH,48854.26485857606,,0.002575,CALL_TOOL,,,3212.4859574607935,,,,0.0,0.0,105,,,,,,,,,,,,
45967.371,wf-0025,agent-1,AGENT_RECEIVE,,,,,,,,,,28,,,,,,,,28,1,,,,,,
45967.371,wf-0025,agent-1,INFRA_SUBMIT,,2.0833333333333335,0.00136,GENERATE_TEXT,,,,agent-1-infra-60,2.0833333333333335,,,,129,,0.0,,,,,,,,,,
45969.454,wf-0025,agent-1,INFRA_COMPLETE,,,,,,,,agent-1-infra-60,,,,,,,,,,,,,,,,,
45969.454,wf-0025,agent-1,LLM_DISPATCH,51972.668071269654,,0.00136,GENERATE_TEXT,,,6003.214124491569,,,,0.0,0.0,129,,,,,,,,,,,,
46102.195,wf-0016,agent-1,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,142,,,,,,,,search-tool,,,,
46102.195,wf-0016,agent-1,TOOL_DISPATCH,46260.1806388218,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,157.9856427381901,,
46260.181,wf-0016,agent-1,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,1213,5,,,,,,
46260.181,wf-0016,agent-1,INFRA_SUBMIT,,2.0833333333333335,0.0042025,CALL_TOOL,,,,agent-1-infra-61,2.0833333333333335,,,,117,,0.0,,,,,,,,,,
46260.181,wf-0016,agent-1,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,
46262.264,wf-0016,agent-1,INFRA_COMPLETE,,,,,,,,agent-1-infra-61,,,,,,,,,,,,,,,,,
46262.264,wf-0016,agent-1,LLM_DISPATCH,51885.7584313291,,0.0042025,CALL_TOOL,,,5623.494459173962,,,,0.0,0.0,117,,,,,,,,,,,,
46755.654,wf-0022,agent-1,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,196,,,,,,,,search-tool,,,,
46755.654,wf-0022,agent-1,TOOL_DISPATCH,46996.71456031969,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,241.0606306147488,,
46772.500,wf-0023,agent-1,LLM_COMPLETE,,,,GENERATE_TEXT,,,,,,,,,151,,,,,,,,,,,,
46772.500,wf-0023,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,SUCCESS,,,,2,,,,0.0032400000000000003,6153.654471316899
46996.715,wf-0022,agent-1,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,355,2,,,,,,
46996.715,wf-0022,agent-1,INFRA_SUBMIT,,2.0833333333333335,0.0024875,CALL_TOOL,,,,agent-1-infra-62,2.0833333333333335,,,,160,,0.0,,,,,,,,,,
46996.715,wf-0022,agent-1,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,
46998.798,wf-0022,agent-1,INFRA_COMPLETE,,,,,,,,agent-1-infra-62,,,,,,,,,,,,,,,,,
46998.798,wf-0022,agent-1,LLM_DISPATCH,50320.40268932447,,0.0024875,CALL_TOOL,,,3321.604795671445,,,,0.0,0.0,160,,,,,,,,,,,,
47667.771,wf-0017,agent-1,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,152,,,,,,,,search-tool,,,,
47667.771,wf-0017,agent-1,TOOL_DISPATCH,47767.38989335516,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,99.61869990708627,,
47767.390,wf-0017,agent-1,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,978,4,,,,,,
47767.390,wf-0017,agent-1,INFRA_SUBMIT,,2.0833333333333335,0.004145,CALL_TOOL,,,,agent-1-infra-63,2.0833333333333335,,,,170,,0.0,,,,,,,,,,
47767.390,wf-0017,agent-1,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,
47769.473,wf-0017,agent-1,INFRA_COMPLETE,,,,,,,,agent-1-infra-63,,,,,,,,,,,,,,,,,
47769.473,wf-0017,agent-1,LLM_DISPATCH,52644.802713274614,,0.004145,CALL_TOOL,,,4875.329486586119,,,,0.0,0.0,170,,,,,,,,,,,,
47953.102,wf-0024,agent-1,LLM_COMPLETE,,,,GENERATE_TEXT,,,,,,,,,93,,,,,,,,,,,,
47953.102,wf-0024,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,SUCCESS,,,,1,,,,0.00103,3319.095301202651
48374.374,wf-0026,agent-1,AGENT_RECEIVE,,,,,,,,,,87,,,,,,,,87,1,,,,,,
