time_ms,workflow_id,entity_id,event_type,completes_at,compute_ms,cost_usd,decision,entry_agent,errored,inference_ms,infra_job_id,infra_latency_ms,input_tokens,network_back_ms,network_out_ms,output_tokens,prompt_tokens,queue_remaining,queue_size,queue_wait_ms,reason,response_tokens,session_tokens,step,steps,target,tool,tool_ms,total_cost_usd,total_latency_ms,waited_ms,workload
149613.094,wf-chat-light-0153,agent-chat,TOOL_RETURN,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,
149629.381,wf-tool-heavy-0382,agent-tool,INFRA_COMPLETE,,,,,,,,agent-tool-infra-180,,,,,,,,,,,,,,,,,,,,,
149629.381,wf-tool-heavy-0382,agent-tool,LLM_DISPATCH,154028.1899391915,,0.0032800000000000004,GENERATE_TEXT,,,4398.809262765964,,,,0.0,0.0,206,,,,,,,,,,,,,,,,
149654.761,wf-chat-light-0153,agent-chat,INFRA_COMPLETE,,,,,,,,agent-chat-infra-357,,,,,,,,,,,,,,,,,,,,,
149654.761,wf-chat-light-0153,agent-chat,LLM_DISPATCH,151069.7291879237,,0.0014550000000000001,CALL_TOOL,,,1414.9681893386014,,,,0.0,0.0,49,,,,,,,,,,,,,,,,
150457.903,wf-chat-light-0155,agent-chat,LLM_COMPLETE,,,,GENERATE_TEXT,,,,,,,,,139,,,,,,,,,,,,,,,,
150457.903,wf-chat-light-0160,agent-chat,QUEUE_EXIT,,,,,,,,,,,,,,,136,,,,,,,,,,,,,93379.63114276691,
150457.903,wf-chat-light-0160,agent-chat,AGENT_RECEIVE,,,,,,,,,,58,,,,,,,,,,58,1,,,,,,,,
150457.903,wf-chat-light-0160,agent-chat,INFRA_SUBMIT,,20.833333333333332,0.001315,CALL_TOOL,,,,agent-chat-infra-358,20.833333333333332,,,,117,,,,0.0,,,,,,,,,,,,
150457.903,wf-chat-light-0155,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,,,SUCCESS,,,,1,,,,0.0016075000000000002,94948.20349072426,,chat-light
150478.736,wf-chat-light-0160,agent-chat,INFRA_COMPLETE,,,,,,,,agent-chat-infra-358,,,,,,,,,,,,,,,,,,,,,
150478.736,wf-chat-light-0160,agent-chat,LLM_DISPATCH,152485.39252475067,,0.001315,CALL_TOOL,,,2006.6561781572705,,,,0.0,0.0,117,,,,,,,,,,,,,,,,
150489.285,wf-chat-light-0152,agent-chat,LLM_COMPLETE,,,,GENERATE_TEXT,,,,,,,,,146,,,,,,,,,,,,,,,,
150489.285,wf-chat-light-0161,agent-chat,QUEUE_EXIT,,,,,,,,,,,,,,,135,,,,,,,,,,,,,93277.74269892399,
