time_ms,workflow_id,entity_id,event_type,completes_at,compute_ms,cost_usd,decision,entry_agent,inference_ms,infra_job_id,infra_latency_ms,input_tokens,network_back_ms,network_out_ms,output_tokens,prompt_tokens,queue_remaining,queue_size,queue_wait_ms,reason,session_tokens,step,steps,target,total_cost_usd,total_latency_ms,waited_ms,workload
147438.203,wf-validation-0149,agent-1,AGENT_RECEIVE,,,,,,,,,50,,,,,,,,,50,1,,,,,,
147438.203,wf-validation-0149,agent-1,INFRA_SUBMIT,,0.005208333333333333,0.0016250000000000001,GENERATE_TEXT,,,agent-1-infra-149,0.005208333333333333,,,,150,,,,0.0,,,,,,,,,
147438.203,wf-validation-0145,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,,SUCCESS,,,1,,0.0016150000000000001,4171.8252102462575,,validation
147438.209,wf-validation-0149,agent-1,INFRA_COMPLETE,,,,,,,agent-1-infra-149,,,,,,,,,,,,,,,,,,
147438.209,wf-validation-0149,agent-1,LLM_DISPATCH,151582.51433586315,,0.0016250000000000001,GENERATE_TEXT,,4144.30571840882,,,,0.0,0.0,150,,,,,,,,,,,,,
147942.363,wf-validation-0151,agent-1,QUEUE_ENTER,,,,,,,,,,,,,,,2,,,,,,,,,,
148356.511,wf-validation-0144,agent-1,LLM_COMPLETE,,,,GENERATE_TEXT,,,,,,,,149,,,,,,,,,,,,,
148356.511,wf-validation-0150,agent-1,QUEUE_EXIT,,,,,,,,,,,,,,1,,,,,,,,,,969.4983610502677,
148356.511,wf-validation-0150,agent-1,AGENT_RECEIVE,,,,,,,,,51,,,,,,,,,51,1,,,,,,
148356.511,wf-validation-0150,agent-1,INFRA_SUBMIT,,0.005208333333333333,0.0016275,GENERATE_TEXT,,,agent-1-infra-150,0.005208333333333333,,,,150,,,,0.0,,,,,,,,,
148356.511,wf-validation-0144,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,,SUCCESS,,,1,,0.0016150000000000001,7387.4189726165205,,validation
148356.516,wf-validation-0150,agent-1,INFRA_COMPLETE,,,,,,,agent-1-infra-150,,,,,,,,,,,,,,,,,,
148356.516,wf-validation-0150,agent-1,LLM_DISPATCH,152744.32590928677,,0.0016275,GENERATE_TEXT,,4387.809913440173,,,,0.0,0.0,150,,,,,,,,,,,,,
148839.081,wf-validation-0152,agent-1,QUEUE_ENTER,,,,,,,,,,,,,,,2,,,,,,,,,,
149402.077,wf-validation-0153,agent-1,QUEUE_ENTER,,,,,,,,,,,,,,,3,,,,,,,,,,
149951.620,wf-validation-0146,agent-1,LLM_COMPLETE,,,,GENERATE_TEXT,,,,,,,,150,,,,,,,,,,,,,
149951.620,wf-validation-0151,agent-1,QUEUE_EXIT,,,,,,,,,,,,,,2,,,,,,,,,,2009.2568930900015,
149951.620,wf-validation-0151,agent-1,AGENT_RECEIVE,,,,,,,,,50,,,,,,,,,50,1,,,,,,
149951.620,wf-validation-0151,agent-1,INFRA_SUBMIT,,0.005208333333333333,0.0016350000000000002,GENERATE_TEXT,,,agent-1-infra-151,0.005208333333333333,,,,151,,,,0.0,,,,,,,,,
149951.620,wf-validation-0146,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,,SUCCESS,,,1,,0.0016275,4228.749316799804,,validation
