time_ms,workflow_id,entity_id,event_type,completes_at,compute_ms,cost_usd,decision,entry_agent,errored,inference_ms,infra_job_id,infra_latency_ms,input_tokens,network_back_ms,network_out_ms,output_tokens,prompt_tokens,queue_wait_ms,reason,response_tokens,session_tokens,step,steps,target,tool,tool_ms,total_cost_usd,total_latency_ms,workload
12333.493,wf-chat-light-0003,agent-shared,LLM_DISPATCH,14850.526222328665,,0.00219,CALL_TOOL,,,2517.0331136431937,,,,0.0,0.0,55,,,,,,,,,,,,,
12380.236,wf-tool-heavy-0053,agent-shared,AGENT_RECEIVE,,,,,,,,,,209,,,,,,,,209,1,,,,,,,
12380.236,wf-tool-heavy-0053,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.0022825000000000002,CALL_TOOL,,,,agent-shared-infra-24,1.0416666666666667,,,,176,,0.0,,,,,,,,,,,
12381.277,wf-tool-heavy-0053,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-24,,,,,,,,,,,,,,,,,,
12381.277,wf-tool-heavy-0053,agent-shared,LLM_DISPATCH,14566.9371233562,,0.0022825000000000002,CALL_TOOL,,,2185.659908175601,,,,0.0,0.0,176,,,,,,,,,,,,,
12529.119,wf-tool-heavy-0051,agent-shared,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,162,,,,,,,,search-tool,,,,,
12529.119,wf-tool-heavy-0051,agent-shared,TOOL_DISPATCH,12778.239984712607,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,249.12065769929137,,,
12778.240,wf-tool-heavy-0051,agent-shared,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,505,2,,,,,,,
12778.240,wf-tool-heavy-0051,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.0023925000000000005,CALL_TOOL,,,,agent-shared-infra-25,1.0416666666666667,,,,113,,0.0,,,,,,,,,,,
12778.240,wf-tool-heavy-0051,agent-shared,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,,
12779.282,wf-tool-heavy-0051,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-25,,,,,,,,,,,,,,,,,,
12779.282,wf-tool-heavy-0051,agent-shared,LLM_DISPATCH,16200.113215386384,,0.0023925000000000005,CALL_TOOL,,,3420.8315640071105,,,,0.0,0.0,113,,,,,,,,,,,,,
12826.450,wf-chat-light-0005,agent-shared,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,204,,,,,,,,search-tool,,,,,
12826.450,wf-chat-light-0005,agent-shared,TOOL_DISPATCH,13042.582636995117,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,216.13222149681695,,,
13042.583,wf-chat-light-0005,agent-shared,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,646,3,,,,,,,
13042.583,wf-chat-light-0005,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.0038850000000000004,CALL_TOOL,,,,agent-shared-infra-26,1.0416666666666667,,,,227,,0.0,,,,,,,,,,,
13042.583,wf-chat-light-0005,agent-shared,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,,
13043.624,wf-chat-light-0005,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-26,,,,,,,,,,,,,,,,,,
13043.624,wf-chat-light-0005,agent-shared,LLM_DISPATCH,19834.36678218694,,0.0038850000000000004,CALL_TOOL,,,6790.742478525156,,,,0.0,0.0,227,,,,,,,,,,,,,
13192.808,wf-chat-light-0001,agent-shared,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,258,,,,,,,,search-tool,,,,,
13192.808,wf-chat-light-0001,agent-shared,TOOL_DISPATCH,13398.479848849629,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,205.67146683014337,,,
13398.480,wf-chat-light-0001,agent-shared,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,973,4,,,,,,,
13398.480,wf-chat-light-0001,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.004262500000000001,CALL_TOOL,,,,agent-shared-infra-27,1.0416666666666667,,,,183,,0.0,,,,,,,,,,,
13398.480,wf-chat-light-0001,agent-shared,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,,
13399.522,wf-chat-light-0001,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-27,,,,,,,,,,,,,,,,,,
13399.522,wf-chat-light-0001,agent-shared,LLM_DISPATCH,17148.375902881155,,0.004262500000000001,CALL_TOOL,,,3748.8543873648596,,,,0.0,0.0,183,,,,,,,,,,,,,
13478.381,wf-chat-light-0011,agent-shared,AGENT_RECEIVE,,,,,,,,,,81,,,,,,,,81,1,,,,,,,
13478.381,wf-chat-light-0011,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.0018525000000000002,CALL_TOOL,,,,agent-shared-infra-28,1.0416666666666667,,,,165,,0.0,,,,,,,,,,,
13479.422,wf-chat-light-0011,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-28,,,,,,,,,,,,,,,,,,
13479.422,wf-chat-light-0011,agent-shared,LLM_DISPATCH,17803.58644227899,,0.0018525000000000002,CALL_TOOL,,,4324.164056416033,,,,0.0,0.0,165,,,,,,,,,,,,,
13598.659,wf-chat-light-0010,agent-shared,LLM_COMPLETE,,,,GENERATE_TEXT,,,,,,,,,62,,,,,,,,,,,,,
13598.659,wf-chat-light-0010,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,SUCCESS,,,,1,,,,7.725E-4,1890.9639865900263,chat-light
14566.937,wf-tool-heavy-0053,agent-shared,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,176,,,,,,,,search-tool,,,,,
14566.937,wf-tool-heavy-0053,agent-shared,TOOL_DISPATCH,14752.349809502735,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,185.41268614653643,,,
14752.350,wf-tool-heavy-0053,agent-shared,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,509,2,,,,,,,
14752.350,wf-tool-heavy-0053,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.0035225000000000005,CALL_TOOL,,,,agent-shared-infra-29,1.0416666666666667,,,,225,,0.0,,,,,,,,,,,
14752.350,wf-tool-heavy-0053,agent-shared,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,,
14753.391,wf-tool-heavy-0053,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-29,,,,,,,,,,,,,,,,,,
14753.391,wf-tool-heavy-0053,agent-shared,LLM_DISPATCH,19980.985888119976,,0.0035225000000000005,CALL_TOOL,,,5227.594411950577,,,,0.0,0.0,225,,,,,,,,,,,,,
14850.526,wf-chat-light-0003,agent-shared,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,55,,,,,,,,search-tool,,,,,
14850.526,wf-chat-light-0003,agent-shared,TOOL_DISPATCH,15109.587512056458,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,259.0612897277932,,,
14971.812,wf-tool-heavy-0052,agent-shared,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,228,,,,,,,,search-tool,,,,,
14971.812,wf-tool-heavy-0052,agent-shared,TOOL_DISPATCH,15147.289263260736,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,175.47678043274144,,,
15060.591,wf-chat-light-0002,agent-shared,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,261,,,,,,,,search-tool,,,,,
15060.591,wf-chat-light-0002,agent-shared,TOOL_DISPATCH,15293.192043865023,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,232.60120960719797,,,
15109.588,wf-chat-light-0003,agent-shared,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,956,4,,,,,,,
15109.588,wf-chat-light-0003,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.00446,CALL_TOOL,,,,agent-shared-infra-30,1.0416666666666667,,,,207,,0.0,,,,,,,,,,,
15109.588,wf-chat-light-0003,agent-shared,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,,
15110.629,wf-chat-light-0003,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-30,,,,,,,,,,,,,,,,,,
15110.629,wf-chat-light-0003,agent-shared,LLM_DISPATCH,19539.365123904823,,0.00446,CALL_TOOL,,,4428.735945181699,,,,0.0,0.0,207,,,,,,,,,,,,,
15147.289,wf-tool-heavy-0052,agent-shared,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,576,2,,,,,,,
15147.289,wf-tool-heavy-0052,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.0026100000000000003,GENERATE_TEXT,,,,agent-shared-infra-31,1.0416666666666667,,,,117,,0.0,,,,,,,,,,,
15147.289,wf-tool-heavy-0052,agent-shared,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,,
15148.331,wf-tool-heavy-0052,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-31,,,,,,,,,,,,,,,,,,
15148.331,wf-tool-heavy-0052,agent-shared,LLM_DISPATCH,20352.990623351474,,0.0026100000000000003,GENERATE_TEXT,,,5204.6596934240715,,,,0.0,0.0,117,,,,,,,,,,,,,
15213.500,wf-chat-light-0012,agent-shared,AGENT_RECEIVE,,,,,,,,,,59,,,,,,,,59,1,,,,,,,
15213.500,wf-chat-light-0012,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.0021475,CALL_TOOL,,,,agent-shared-infra-32,1.0416666666666667,,,,200,,0.0,,,,,,,,,,,
15214.542,wf-chat-light-0012,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-32,,,,,,,,,,,,,,,,,,
15214.542,wf-chat-light-0012,agent-shared,LLM_DISPATCH,19619.140533644273,,0.0021475,CALL_TOOL,,,4404.5985112324515,,,,0.0,0.0,200,,,,,,,,,,,,,
15231.989,wf-chat-light-0009,agent-shared,LLM_COMPLETE,,,,GENERATE_TEXT,,,,,,,,,126,,,,,,,,,,,,,
15231.989,wf-chat-light-0009,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,SUCCESS,,,,1,,,,0.00136,3902.305290450193,chat-light
15293.192,wf-chat-light-0002,agent-shared,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,968,4,,,,,,,
15293.192,wf-chat-light-0002,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.00402,GENERATE_TEXT,,,,agent-shared-infra-33,1.0416666666666667,,,,160,,0.0,,,,,,,,,,,
15293.192,wf-chat-light-0002,agent-shared,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,,
15294.234,wf-chat-light-0002,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-33,,,,,,,,,,,,,,,,,,
15294.234,wf-chat-light-0002,agent-shared,LLM_DISPATCH,21394.771971149275,,0.00402,GENERATE_TEXT,,,6100.538260617587,,,,0.0,0.0,160,,,,,,,,,,,,,
15340.126,wf-tool-heavy-0054,agent-shared,AGENT_RECEIVE,,,,,,,,,,140,,,,,,,,140,1,,,,,,,
15340.126,wf-tool-heavy-0054,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.0029500000000000004,CALL_TOOL,,,,agent-shared-infra-34,1.0416666666666667,,,,260,,0.0,,,,,,,,,,,
15341.168,wf-tool-heavy-0054,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-34,,,,,,,,,,,,,,,,,,
15341.168,wf-tool-heavy-0054,agent-shared,LLM_DISPATCH,24879.167976083412,,0.0029500000000000004,CALL_TOOL,,,9537.999934593516,,,,0.0,0.0,260,,,,,,,,,,,,,
16200.113,wf-tool-heavy-0051,agent-shared,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,113,,,,,,,,search-tool,,,,,
16200.113,wf-tool-heavy-0051,agent-shared,TOOL_DISPATCH,16340.102519665672,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,139.98930427928798,,,
16340.103,wf-tool-heavy-0051,agent-shared,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,805,3,,,,,,,
16340.103,wf-tool-heavy-0051,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.0037325,GENERATE_TEXT,,,,agent-shared-infra-35,1.0416666666666667,,,,172,,0.0,,,,,,,,,,,
16340.103,wf-tool-heavy-0051,agent-shared,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,,
16341.144,wf-tool-heavy-0051,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-35,,,,,,,,,,,,,,,,,,
16341.144,wf-tool-heavy-0051,agent-shared,LLM_DISPATCH,22189.657285423487,,0.0037325,GENERATE_TEXT,,,5848.513099091149,,,,0.0,0.0,172,,,,,,,,,,,,,
17148.376,wf-chat-light-0001,agent-shared,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,183,,,,,,,,search-tool,,,,,
17148.376,wf-chat-light-0001,agent-shared,TOOL_DISPATCH,17305.8259685352,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,157.4500656540436,,,
17305.826,wf-chat-light-0001,agent-shared,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,1273,5,,,,,,,
17305.826,wf-chat-light-0001,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.0047825,CALL_TOOL,,,,agent-shared-infra-36,1.0416666666666667,,,,160,,0.0,,,,,,,,,,,
17305.826,wf-chat-light-0001,agent-shared,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,,
17306.868,wf-chat-light-0001,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-36,,,,,,,,,,,,,,,,,,
17306.868,wf-chat-light-0001,agent-shared,LLM_DISPATCH,23633.958755137206,,0.0047825,CALL_TOOL,,,6327.0911199353395,,,,0.0,0.0,160,,,,,,,,,,,,,
17803.586,wf-chat-light-0011,agent-shared,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,165,,,,,,,,search-tool,,,,,
17803.586,wf-chat-light-0011,agent-shared,TOOL_DISPATCH,17970.85295290125,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,167.2665106222603,,,
17970.853,wf-chat-light-0011,agent-shared,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,381,2,,,,,,,
17970.853,wf-chat-light-0011,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.0024425000000000002,CALL_TOOL,,,,agent-shared-infra-37,1.0416666666666667,,,,149,,0.0,,,,,,,,,,,
17970.853,wf-chat-light-0011,agent-shared,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,,
17971.895,wf-chat-light-0011,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-37,,,,,,,,,,,,,,,,,,
17971.895,wf-chat-light-0011,agent-shared,LLM_DISPATCH,23497.19873923694,,0.0024425000000000002,CALL_TOOL,,,5525.3041196690265,,,,0.0,0.0,149,,,,,,,,,,,,,
18006.270,wf-chat-light-0013,agent-shared,AGENT_RECEIVE,,,,,,,,,,44,,,,,,,,44,1,,,,,,,
18006.270,wf-chat-light-0013,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.00214,CALL_TOOL,,,,agent-shared-infra-38,1.0416666666666667,,,,203,,0.0,,,,,,,,,,,
18007.312,wf-chat-light-0013,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-38,,,,,,,,,,,,,,,,,,
18007.312,wf-chat-light-0013,agent-shared,LLM_DISPATCH,26177.535358153367,,0.00214,CALL_TOOL,,,8170.223547527247,,,,0.0,0.0,203,,,,,,,,,,,,,
18090.624,wf-chat-light-0006,agent-shared,LLM_COMPLETE,,,,GENERATE_TEXT,,,,,,,,,178,,,,,,,,,,,,,
18090.624,wf-chat-light-0006,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,SUCCESS,,,,2,,,,0.00525,10103.130902303505,chat-light
18921.390,wf-chat-light-0008,agent-shared,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,154,,,,,,,,search-tool,,,,,
18921.390,wf-chat-light-0008,agent-shared,TOOL_DISPATCH,19209.667189817315,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,288.27761089593514,,,
19209.667,wf-chat-light-0008,agent-shared,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,637,3,,,,,,,
19209.667,wf-chat-light-0008,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.0039825,CALL_TOOL,,,,agent-shared-infra-39,1.0416666666666667,,,,239,,0.0,,,,,,,,,,,
19209.667,wf-chat-light-0008,agent-shared,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,,
19210.709,wf-chat-light-0008,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-39,,,,,,,,,,,,,,,,,,
19210.709,wf-chat-light-0008,agent-shared,LLM_DISPATCH,25232.608412921327,,0.0039825,CALL_TOOL,,,6021.899556437343,,,,0.0,0.0,239,,,,,,,,,,,,,
19539.365,wf-chat-light-0003,agent-shared,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,207,,,,,,,,search-tool,,,,,
19539.365,wf-chat-light-0003,agent-shared,TOOL_DISPATCH,19718.184953394073,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,178.81982948924934,,,
19619.141,wf-chat-light-0012,agent-shared,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,200,,,,,,,,search-tool,,,,,
19619.141,wf-chat-light-0012,agent-shared,TOOL_DISPATCH,19779.75151111456,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,160.6109774702865,,,
19718.185,wf-chat-light-0003,agent-shared,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,1256,5,,,,,,,
19718.185,wf-chat-light-0003,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.0044800000000000005,CALL_TOOL,,,,agent-shared-infra-40,1.0416666666666667,,,,134,,0.0,,,,,,,,,,,
19718.185,wf-chat-light-0003,agent-shared,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,,
19719.227,wf-chat-light-0003,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-40,,,,,,,,,,,,,,,,,,
19719.227,wf-chat-light-0003,agent-shared,LLM_DISPATCH,22606.5938714912,,0.0044800000000000005,CALL_TOOL,,,2887.367251430459,,,,0.0,0.0,134,,,,,,,,,,,,,
19779.752,wf-chat-light-0012,agent-shared,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,359,2,,,,,,,
19779.752,wf-chat-light-0012,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.0030775000000000004,CALL_TOOL,,,,agent-shared-infra-41,1.0416666666666667,,,,218,,0.0,,,,,,,,,,,
19779.752,wf-chat-light-0012,agent-shared,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,,
19780.793,wf-chat-light-0012,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-41,,,,,,,,,,,,,,,,,,
19780.793,wf-chat-light-0012,agent-shared,LLM_DISPATCH,24998.220274292507,,0.0030775000000000004,CALL_TOOL,,,5217.427096511281,,,,0.0,0.0,218,,,,,,,,,,,,,
19834.367,wf-chat-light-0005,agent-shared,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,227,,,,,,,,search-tool,,,,,
19834.367,wf-chat-light-0005,agent-shared,TOOL_DISPATCH,20073.222909456003,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,238.85612726906288,,,
19980.986,wf-tool-heavy-0053,agent-shared,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,225,,,,,,,,search-tool,,,,,
19980.986,wf-tool-heavy-0053,agent-shared,TOOL_DISPATCH,20094.93877055014,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,113.95288243016174,,,
20073.223,wf-chat-light-0005,agent-shared,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,946,4,,,,,,,
20073.223,wf-chat-light-0005,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.004105000000000001,CALL_TOOL,,,,agent-shared-infra-42,1.0416666666666667,,,,174,,0.0,,,,,,,,,,,
20073.223,wf-chat-light-0005,agent-shared,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,,
20074.265,wf-chat-light-0005,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-42,,,,,,,,,,,,,,,,,,
20074.265,wf-chat-light-0005,agent-shared,LLM_DISPATCH,22681.40802604283,,0.004105000000000001,CALL_TOOL,,,2607.143449920161,,,,0.0,0.0,174,,,,,,,,,,,,,
20094.939,wf-tool-heavy-0053,agent-shared,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,809,3,,,,,,,
20094.939,wf-tool-heavy-0053,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.0036725000000000004,CALL_TOOL,,,,agent-shared-infra-43,1.0416666666666667,,,,165,,0.0,,,,,,,,,,,
20094.939,wf-tool-heavy-0053,agent-shared,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,,
20095.980,wf-tool-heavy-0053,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-43,,,,,,,,,,,,,,,,,,
20095.980,wf-tool-heavy-0053,agent-shared,LLM_DISPATCH,24366.79865990648,,0.0036725000000000004,CALL_TOOL,,,4270.818222689672,,,,0.0,0.0,165,,,,,,,,,,,,,
20352.991,wf-tool-heavy-0052,agent-shared,LLM_COMPLETE,,,,GENERATE_TEXT,,,,,,,,,117,,,,,,,,,,,,,
20352.991,wf-tool-heavy-0052,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,SUCCESS,,,,2,,,,0.005580000000000001,11857.892028682503,tool-heavy
21394.772,wf-chat-light-0002,agent-shared,LLM_COMPLETE,,,,GENERATE_TEXT,,,,,,,,,160,,,,,,,,,,,,,
21394.772,wf-chat-light-0002,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,SUCCESS,,,,4,,,,0.01106,20656.352892073315,chat-light
21411.537,wf-chat-light-0014,agent-shared,AGENT_RECEIVE,,,,,,,,,,48,,,,,,,,48,1,,,,,,,
21411.537,wf-chat-light-0014,agent-shared,INFRA_SUBMIT,,1.0416666666666667,7.9E-4,GENERATE_TEXT,,,,agent-shared-infra-44,1.0416666666666667,,,,67,,0.0,,,,,,,,,,,
21412.579,wf-chat-light-0014,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-44,,,,,,,,,,,,,,,,,,
21412.579,wf-chat-light-0014,agent-shared,LLM_DISPATCH,23945.698772617594,,7.9E-4,GENERATE_TEXT,,,2533.1200634540055,,,,0.0,0.0,67,,,,,,,,,,,,,
22189.657,wf-tool-heavy-0051,agent-shared,LLM_COMPLETE,,,,GENERATE_TEXT,,,,,,,,,172,,,,,,,,,,,,,
22189.657,wf-tool-heavy-0051,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,SUCCESS,,,,3,,,,0.008257500000000001,16613.81449542439,tool-heavy
22493.033,wf-chat-light-0015,agent-shared,AGENT_RECEIVE,,,,,,,,,,47,,,,,,,,47,1,,,,,,,
22493.033,wf-chat-light-0015,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.0016275,CALL_TOOL,,,,agent-shared-infra-45,1.0416666666666667,,,,151,,0.0,,,,,,,,,,,
22494.075,wf-chat-light-0015,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-45,,,,,,,,,,,,,,,,,,
22494.075,wf-chat-light-0015,agent-shared,LLM_DISPATCH,26841.3393223351,,0.0016275,CALL_TOOL,,,4347.264385051792,,,,0.0,0.0,151,,,,,,,,,,,,,
22606.594,wf-chat-light-0003,agent-shared,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,134,,,,,,,,search-tool,,,,,
22606.594,wf-chat-light-0003,agent-shared,TOOL_DISPATCH,22906.650075214344,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,300.0562037231427,,,
22681.408,wf-chat-light-0005,agent-shared,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,174,,,,,,,,search-tool,,,,,
22681.408,wf-chat-light-0005,agent-shared,TOOL_DISPATCH,22890.337379897002,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,208.92935385417107,,,
22857.296,wf-tool-heavy-0055,agent-shared,AGENT_RECEIVE,,,,,,,,,,291,,,,,,,,291,1,,,,,,,
22857.296,wf-tool-heavy-0055,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.0024775,CALL_TOOL,,,,agent-shared-infra-46,1.0416666666666667,,,,175,,0.0,,,,,,,,,,,
22858.338,wf-tool-heavy-0055,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-46,,,,,,,,,,,,,,,,,,
22858.338,wf-tool-heavy-0055,agent-shared,LLM_DISPATCH,26790.24290228587,,0.0024775,CALL_TOOL,,,3931.905039334147,,,,0.0,0.0,175,,,,,,,,,,,,,
22890.337,wf-chat-light-0005,agent-shared,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,1246,5,,,,,,,
22890.337,wf-chat-light-0005,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.004645,GENERATE_TEXT,,,,agent-shared-infra-47,1.0416666666666667,,,,153,,0.0,,,,,,,,,,,
22890.337,wf-chat-light-0005,agent-shared,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,,
22891.379,wf-chat-light-0005,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-47,,,,,,,,,,,,,,,,,,
22891.379,wf-chat-light-0005,agent-shared,LLM_DISPATCH,27425.101498160857,,0.004645,GENERATE_TEXT,,,4533.7224515971875,,,,0.0,0.0,153,,,,,,,,,,,,,
22906.650,wf-chat-light-0003,agent-shared,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,1556,6,,,,,,,
22906.650,wf-chat-light-0003,agent-shared,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,,
22906.650,wf-chat-light-0003,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,BUDGET_EXHAUSTED,,,,6,,,,0.016170000000000004,21519.32174740187,chat-light
23497.199,wf-chat-light-0011,agent-shared,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,149,,,,,,,,search-tool,,,,,
23497.199,wf-chat-light-0011,agent-shared,TOOL_DISPATCH,23644.741369350577,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,147.54263011363705,,,
23633.959,wf-chat-light-0001,agent-shared,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,160,,,,,,,,search-tool,,,,,
23633.959,wf-chat-light-0001,agent-shared,TOOL_DISPATCH,23873.523549782105,,,,,false,,,,,0.0,0.0,,,,,,,,,,search-tool,239.5647946448985,,,
23644.741,wf-chat-light-0011,agent-shared,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,681,3,,,,,,,
23644.741,wf-chat-light-0011,agent-shared,INFRA_SUBMIT,,1.0416666666666667,0.003662500000000001,CALL_TOOL,,,,agent-shared-infra-48,1.0416666666666667,,,,196,,0.0,,,,,,,,,,,
23644.741,wf-chat-light-0011,agent-shared,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,,
23645.783,wf-chat-light-0011,agent-shared,INFRA_COMPLETE,,,,,,,,agent-shared-infra-48,,,,,,,,,,,,,,,,,,
23645.783,wf-chat-light-0011,agent-shared,LLM_DISPATCH,30439.106024799497,,0.003662500000000001,CALL_TOOL,,,6793.322988782252,,,,0.0,0.0,196,,,,,,,,,,,,,
23873.524,wf-chat-light-0001,agent-shared,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,1573,6,,,,,,,
23873.524,wf-chat-light-0001,agent-shared,TOOL_RETURN,,,,,,,,,,,,,,,,,300,,,,,,,,,
